Label,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
0.0,20000,1,1,2,262,1,2,2,2,2,2,0.20117515020922971,0.1071291199844669,0.09680770284508274,0.21491702248011094,0.11171610633082617,0.3452378776524775,-0.34147611300851444,-0.1564599647583302,-0.3017573150861181,-0.2086381528914872,-0.3163185971682245,-0.2598720133076935
0.0,20000,2,2,2,264,0,0,2,0,0,0,0.199593596626019,0.1095229844165324,0.09655679047389497,0.21554083643529667,0.11088173602070564,0.3459227913697024,-0.1368591509062042,-0.2528902353423028,-0.24357319128575025,-0.31198260236703995,-0.2503833204337623,-0.2964489974863207
0.0,230000,2,1,1,273,1,-1,-1,-1,-1,-2,0.18573554845823184,0.08691399169520747,0.08791705946074152,0.1949367290708708,0.08988433748787124,0.3266836420094522,-0.2843639079981932,-0.13030432056896066,-0.2474715275803749,-0.31198260236703995,-0.3163185971682245,-0.2964489974863207
0.0,100000,1,2,1,271,0,0,0,0,0,0,0.2893596406815476,0.20863364166012285,0.09520504811532964,0.2141244252244361,0.11063197749078876,0.3461844438010018,-0.040568815799234666,-0.1675537127016191,-0.1853890674853824,-0.1828020405225989,-0.1844480436993,-0.1828558789191556
0.0,150000,1,1,2,258,-2,-2,-2,-2,-2,-2,0.18650166485093064,0.09424796650556007,0.08680085628650787,0.2012501368513247,0.09556247610164507,0.3341965298346299,0.07913210703061682,-0.21734757366245802,0.07574128013066854,0.02085111522516237,0.20015242549281825,0.10851047020562304
1.0,50000,1,2,2,254,-1,3,2,0,0,0,0.1932005252116958,0.0985109622523954,0.09183118264279357,0.20526900408729287,0.1067927689379958,0.3266836420094522,-0.34147611300851444,-0.2528902353423028,-0.2901204903260445,0.030798018487184338,-0.3163185971682245,-0.2964489974863207
1.0,140000,2,2,2,255,0,0,0,0,0,0,0.29278031201432714,0.21508282058182696,0.14387381248994566,0.313998522005693,0.20890532825564664,0.42944763440229256,-0.01854240164351539,-0.035836790005723845,-0.09200354878579198,-0.06046804845591325,-0.0667535747282849,-0.10879316561336387
0.0,280000,1,1,2,260,1,-1,-1,0,0,-2,0.1814786155980859,0.09004272826812264,0.08787258702733626,0.19615470586088604,0.08950969969299592,0.3255485321971974,-0.1311419122592279,-0.13414446408779146,-0.3017573150861181,-0.31198260236703995,-0.3163185971682245,-0.2964489974863207
0.0,500000,2,1,2,265,-1,-1,-1,-1,-1,-1,0.19346356946669968,0.09076039604447082,0.08850947619709082,0.19767945770381729,0.0912370120038812,0.3565254865821363,-0.0958755770263003,-0.07014207210727869,-0.1075387098404902,-0.2329240985182421,1.7291255576882631,-0.2346543409857829
0.0,310000,2,2,1,273,-1,-1,-2,-2,-2,-2,0.18202662446267728,0.08574778155864167,0.08634460206231301,0.19387271002116632,0.08988433748787124,0.3266836420094522,-0.34147611300851444,-0.2528902353423028,-0.3017573150861181,-0.31198260236703995,-0.3163185971682245,-0.2964489974863207
0.0,170000,2,2,1,271,-1,-1,-1,-1,-1,-1,0.1819334629556968,0.08625776807779321,0.08657245465321659,0.1943459875191592,0.09122706586773408,0.3280207628899896,-0.31650080734014424,-0.2351829068943609,-0.2776109037089654,-0.23350541104654202,-0.22466856250732198,-0.2274411779567679
0.0,260000,2,1,1,270,0,0,0,2,0,0,0.3541573048485632,0.28330181247980024,0.27907275525392383,0.3885106470330633,0.2774121037846153,0.47969836861633003,0.0985707184303363,0.5549906244970495,-0.3004190802387096,-0.07112544480807964,-0.037676117688387065,-0.26725556601455924
0.0,330000,2,1,2,257,-2,-2,-2,-2,-2,-2,0.1827138275788749,0.10176012937682104,0.09453741257186278,0.21408336982701992,0.09363071543662432,0.3266836420094522,0.4426883035188687,-0.14621958204144814,-0.12720494368501453,-0.0930215500407124,-0.3163185971682245,-0.2964489974863207
0.0,80000,2,2,2,254,2,2,2,0,0,0,0.2659771984471621,0.18797734430971788,0.13098614052300678,0.28721329647470983,0.17948465753242993,0.4035296143416315,0.1399755625263332,-0.2528902353423028,-0.13884176844508808,-0.1182117596003784,-0.0927980090383975,0.15508364881816072
0.0,210000,1,1,1,264,-1,-1,-1,-1,-2,-1,0.1817032992325684,0.08574778155864167,0.08677010991279559,0.19387271002116632,0.08988433748787124,0.32729448500164016,-0.34147611300851444,-0.21982233281903785,-0.3017573150861181,-0.31198260236703995,-0.27444969644184103,-0.2964489974863207
0.0,400000,2,1,1,267,-1,-1,-1,-1,-1,-1,0.19922862272220115,0.09891280705182323,0.09257074273905168,0.2057217538865776,0.0905695157557848,0.33667838010210216,0.3032478619920884,0.23096784803037365,0.30277573119970386,-0.2719366281952632,0.3687489281028382,-0.2551578988871562
1.0,180000,1,2,2,263,1,-2,-2,-2,-2,-2,0.3449737722957407,0.20920875898774435,0.1404022174723955,0.2958087000948836,0.18748356124720128,0.407795895712267,-0.06464139957597706,-0.07338485996762466,-0.0981128817848306,-0.053621478678157884,0.013357786504086715,-0.262257468797604
0.0,510000,1,3,2,259,-2,-2,-2,-2,-2,-2,0.18207923331367806,0.08574778155864167,0.08634460206231301,0.19387271002116632,0.08988433748787124,0.32838534477036635,-0.34147611300851444,-0.2528902353423028,-0.3017573150861181,-0.31198260236703995,-0.1996790926249608,-0.2964489974863207
0.0,230000,2,2,1,257,-1,-1,-1,-1,-1,-1,0.18278287669581345,0.08785654509325379,0.08634460206231301,0.1950268228596453,0.08988433748787124,0.32740799598286563,-0.2382047286062897,-0.2528902353423028,-0.2428749818001458,-0.31198260236703995,-0.2666693337871744,0.13520485306890684
0.0,200000,1,2,2,256,1,2,2,2,2,2,0.3042874021530172,0.2275031428687295,0.14789170468327664,0.32931446609736514,0.22336148458238386,0.4456874003772797,0.04976355482299112,-0.2528902353423028,0.2800839229175604,-0.05355688839723567,0.013357786504086715,-0.2964489974863207
0.0,50000,1,2,2,254,2,2,2,3,2,0,0.21680655506283467,0.12438386869629013,0.10473148258464997,0.21550434274870445,0.10713646319819113,0.3452532689719657,-0.34147611300851444,-0.12313605266714325,-0.3017573150861181,-0.3117888315242733,0.059512480218210276,-0.2566914059878129
0.0,70000,1,1,2,257,0,0,0,0,0,0,0.20310085335940392,0.106544171591416,0.09187675316097428,0.2315969181081673,0.11551000470783775,0.3468241455172301,0.1399755625263332,-0.1675537127016191,1.4437663989249174,0.010968802244062638,1.0023869375210204,1.1234649846032434
1.0,30000,2,2,2,254,2,0,0,0,0,0,0.19281472697102348,0.09935028946343273,0.09297813219073953,0.2080972647981899,0.10383434599734327,0.3530989940810757,-0.2692583616782873,-0.2016456534965722,-0.2673123137963003,-0.2796874619059297,-0.2174156820665311,-0.2964489974863207
0.0,80000,2,2,1,270,-1,-1,-1,-1,0,0,0.18446745594556727,0.08781107641564269,0.08665536005376223,0.26419604408437336,0.15429219979798292,0.3827474852026893,-0.2404314426056383,-0.2287399994349893,3.2861084949397648,-0.31198260236703995,-0.3163185971682245,-0.04200041189587079
1.0,190000,2,2,1,272,1,2,0,0,0,0,0.38938989077087305,0.3132202023479041,0.18746722903248292,0.3728845066053573,0.26433514500361377,0.4791067647735024,-0.34147611300851444,0.13202015002850093,0.04734742771608903,0.04255344961502847,0.057534421916176415,0.04433035821517472
1.0,80000,2,2,1,266,-1,-1,-1,-1,-1,-1,0.18367065105645147,0.08820554791599845,0.08744268683775193,0.19615356543318005,0.0920945899650117,0.3286075569454772,-0.2211131941248025,-0.1675537127016191,-0.1853890674853824,-0.1828020405225989,-0.1844480436993,-0.05756266913957241
0.0,340000,2,2,1,265,0,0,0,0,0,0,0.365033088775244,0.2765847370251442,0.1601726848117855,0.3420040051821035,0.21577921345955348,0.42930045490968666,0.08617333778531397,-0.06365649638658671,-0.0637260646188132,-0.08281628565500156,-0.017302117177438226,-0.06204959732297542
0.0,30000,1,2,1,269,0,0,0,0,0,0,0.2092385526428276,0.11342223074247892,0.09817866168721824,0.2192814393109992,0.1101413014408636,0.32743396883450204,-0.2211131941248025,-0.1675537127016191,-0.1853890674853824,-0.24739232144481946,-0.3163185971682245,-0.2964489974863207
